"X.U.FEFF.ID","Authors","Title","Year"
"F009S052","DP Hajjar","Repair Mechanisms in Oxidant-Driven Chronic Inflammatory Disease",2016
"F009S053","D Sallet, PO Souza, LT Fischer, G Ugalde, ...","Ultrasound-assisted extraction of lipids from Mortierella isabellina",2019
"F009S054","T Hirakata, HC Lee, M Ohba, K Saeki, T Okuno, ...","Dietary <U+03C9>-3 fatty acids alter the lipid mediator profile and alleviate allergic conjunctivitis without modulating Th2 immune responses",2018
"F009S055","T Pincikova","Vitamin D insufficiency in cystic fibrosis: prevalence, consequences and intervention",2014
"F009S056","SHI Ping","THE INFLUENCE OF GENETIC VARIANTS ON KEY GENES IN ALLERGIC DISEASES",2017
"F009S057","K Cornell, M Alam, E Lyden, L Wood, TD LeVan, ...","Saturated Fat Intake Is Associated with Lung Function in Individuals with Airflow Obstruction: Results from NHANES 2007–2012",2019
"F009S058","W Ansar, S Ghosh","Inflammation and Inflammatory Diseases, Markers, and Mediators: Role of CRP in Some Inflammatory Diseases",2016
"F009S059","M Wolters, C Börnhorst, H Schwarz, P Risé, C Galli, ...","Association of desaturase activity and C-reactive protein in European children",2017
"F009S060","Y Lin, J Ge, Y Zhang, H Ling, ...","Monoraphidium sp. HDMA-20 is a new potential source of a-linolenic acid and eicosatetraenoic acid",2019
"F009S061","R Scirpo","Activation of PPAR-gamma signaling as a novel target to limit nfkb-dependet in flammation in cystic fibrosis biliar epithelium",2014
"F009S062","N Nguyen","Transgenerational inheritance of increased breast cancer risk in mouse offspring of dams exposed to high fat N-6 polyunsaturated fatty acid diet during pregnancy",2017
"F009S063","N Nogradi","Omega-3 Fatty Acid Supplementation In The Management Of Chronic Lower Airway Inflammatory Conditions In Horses",2013
"F009S064","M van Beers, MPMH Rutten-Van Mölken, ...","Clinical Outcome And Cost-Effectiveness Of A 1-Year Nutritional Intervention Programme In Copd Patients With Low Muscle Mass: The Randomized Controlled …",2019
"F009S065","C Portal, V Gouyer, R Léonard, MO Husson, ...","Long-term dietary (n-3) polyunsaturated fatty acids show benefits to the lungs of Cftr F508del mice",2018
"F009S066","MAC Torrealva","Trabajo Original Nutrición artificial",2017
"F009S067","A Machová","Vliv stravy na výskyt alergií u detí",2014
"F009S068","A Dobrzynska-Inger, D Kostrzewa, E Rój, K Grzeda, ...","Wydzielanie olejów z krajowych surowców roslinnych przez ekstrakcje nadkrytycznym ditlenkiem wegla",2014
"F009S069","<U+0422><U+041F> <U+041D><U+043E><U+0432><U+0433><U+043E><U+0440><U+043E><U+0434><U+0446><U+0435><U+0432><U+0430>, <U+041A><U+041A> <U+0425><U+043E><U+0434><U+043E><U+0441><U+043E><U+0432><U+0430>, ...","<U+0421><U+041E><U+0421><U+0422><U+0410><U+0412> <U+0416><U+0418><U+0420><U+041D><U+042B><U+0425> <U+041A><U+0418><U+0421><U+041B><U+041E><U+0422> <U+0418> <U+0423><U+0420><U+041E><U+0412><U+0415><U+041D><U+042C> <U+0418><U+0425> <U+041C><U+0415><U+0422><U+0410><U+0411><U+041E><U+041B><U+0418><U+0422><U+041E><U+0412> <U+041F><U+0420><U+0418> <U+0427><U+0410><U+0421><U+0422><U+0418><U+0427><U+041D><U+041E> <U+041A><U+041E><U+041D><U+0422><U+0420><U+041E><U+041B><U+0418><U+0420><U+0423><U+0415><U+041C><U+041E><U+0419> <U+0411><U+0420><U+041E><U+041D><U+0425><U+0418><U+0410><U+041B><U+042C><U+041D><U+041E><U+0419> <U+0410><U+0421><U+0422><U+041C><U+0415> <U+041D><U+0410> <U+0424><U+041E><U+041D><U+0415> …",2018
"F009S071","S Wey","Orthomolekulare Therapie bei obstruktiven Atemwegserkrankungen",2018
"F009S072","<U+0422><U+041F> <U+041D><U+043E><U+0432><U+0433><U+043E><U+0440><U+043E><U+0434><U+0446><U+0435><U+0432><U+0430>","<U+042D><U+0422><U+0410><U+041F><U+042B> <U+0421><U+0422><U+0410><U+041D><U+041E><U+0412><U+041B><U+0415><U+041D><U+0418><U+042F> <U+0418> <U+0420><U+0410><U+0417><U+0412><U+0418><U+0422><U+0418><U+042F> <U+041B><U+0418><U+041F><U+0418><U+0414><U+041D><U+041E><U+0413><U+041E> <U+041D><U+0410><U+041F><U+0420><U+0410><U+0412><U+041B><U+0415><U+041D><U+0418><U+042F> <U+0412> <U+041C><U+0415><U+0414><U+0418><U+041A><U+041E>-<U+0411><U+0418><U+041E><U+041B><U+041E><U+0413><U+0418><U+0427><U+0415><U+0421><U+041A><U+0418><U+0425> <U+0418><U+0421><U+0421><U+041B><U+0415><U+0414><U+041E><U+0412><U+0410><U+041D><U+0418><U+042F><U+0425> <U+0418><U+041D><U+0421><U+0422><U+0418><U+0422><U+0423><U+0422><U+0410>",2014
"F009S073","DJ Leite, CK de Souza Cardoso","Efeitos da suplementação de ácidos graxos poli-insaturados na fibrose cística: uma revisão de literatura",2016
"F010","B Tartibian, BH Maleki, A Abbasi","Omega-3 fatty acids supplementation attenuates inflammatory markers after eccentric exercise in untrained men",2011
"F010S000","B Tartibian, BH Maleki, ...","Long-term aerobic exercise and omega-3 supplementation modulate osteoporosis through inflammatory mechanisms in post-menopausal women: a …",2011
"F010S001","JF Markworth, L Vella, BS Lingard, DL Tull, ...","Human inflammatory and resolving lipid mediator responses to resistance exercise and ibuprofen treatment",2013
"F010S002","RK McNamara, FE Lotrich","Elevated immune-inflammatory signaling in mood disorders: a new therapeutic target?",2012
"F010S003","J Kim, J Lee","A review of nutritional intervention on delayed onset muscle soreness. Part I",2014
"F010S004","JM Peake, JF Markworth, K Nosaka, ...","Modulating exercise-induced hormesis: does less equal more?",2015
"F010S005","EJH Lewis, PW Radonic, ...","21 days of mammalian omega-3 fatty acid supplementation improves aspects of neuromuscular function and performance in male athletes compared to olive …",2015
"F010S006","S Bermon, LM Castell, PC Calder, N Bishop, ...","Consensus statement immunonutrition and exercise",2017
"F010S007","TD Mickleborough, JA Sinex, D Platt, ...","The effects PCSO-524®, a patented marine oil lipid and omega-3 PUFA blend derived from the New Zealand green lipped mussel (Perna canaliculus), on …",2015
"F010S008","X Capó, M Martorell, A Sureda, I Llompart, ...","Diet supplementation with DHA-enriched food in football players during training season enhances the mitochondrial antioxidant capabilities in blood …",2015
"F010S009","J Jiang, K Li, F Wang, B Yang, Y Fu, J Zheng, D Li","Effect of marine-derived n-3 polyunsaturated fatty acids on major eicosanoids: a systematic review and meta-analysis from 18 randomized controlled trials",2016
"F010S010","H Zhang, C Zhang","Vasoprotection by Dietary Supplements and Exercise: Role of TNFa Signaling",2011
"F010S011","FM DiLorenzo, CJ Drager, ...","Docosahexaenoic acid affects markers of inflammation and muscle damage after eccentric exercise",2014
"F010S012","KE Corder, KR Newsham, JL McDaniel, ...","Effects of short-term docosahexaenoic acid supplementation on markers of inflammation after eccentric strength exercise in women",2016
"F010S013","M Gammone, E Gemello, G Riccioni, N D'Orazio","Marine bioactives and potential application in sports",2014
"F010S015","X Capo, M Martorell, I Llompart, A Sureda, JA Tur, ...","Docosahexanoic acid diet supplementation attenuates the peripheral mononuclear cell inflammatory response to exercise following LPS activation",2014
"F010S016","RJS Costa, AJM Swancott, S Gill, J Hankey, ...","Compromised energy and macronutrient intake of ultra-endurance runners during a multi-stage ultra-marathon conducted in a hot ambient environment",2013
"F010S017","JF Markworth, KR Maddipati, ...","Emerging roles of pro-resolving lipid mediators in immunological and adaptive responses to exercise-induced muscle injury.",2016
"F010S018","S Atashak, H Sharafi, MA Azarbayjani, ...","Effect of omega-3 supplementation on the blood levels of oxidative stress, muscle damage and inflammation markers after acute resistance exercise in young athletes",2013
"F010S019","SR Hennigar, JP McClung, SM Pasiakos","Nutritional interventions and the IL-6 response to exercise",2017
"F010S020","M Delfan, K Ebrahim, F Baesi, Z Mirakhori, ...","The immunomodulatory effects of fish-oil supplementation in elite paddlers: A pilot randomized double blind placebo-controlled trial",2015
"F010S022","R Ganguly, MS Lytwyn, ...","Differential effects of trans and polyunsaturated fatty acids on ischemia/reperfusion injury and its associated cardiovascular disease states",2013
"F010S023","RN Thota, JJA Ferguson, KA Abbott, CB Dias, ...","Science behind the cardio-metabolic benefits of omega-3 polyunsaturated fatty acids: Biochemical effects vs. clinical outcomes",2018
"F010S025","B Hussey, MR Lindley, SS Mastana","Omega 3 fatty acids, inflammation and DNA methylation: an overview",2017
"F010S026","B Nakhostin-Roohi, A Nasirvand Moradlou, ...","The effect of curcumin supplementation on selected markers of delayed onset muscle soreness (DOMS)",2016
"F010S027","K Hoseinzadeh, F Daryanoosh, ...","Acute effects of ginger extract on biochemical and functional symptoms of delayed onset muscle soreness",2015
"F010S028","L Hingley, MJ Macartney, ...","DHA-rich fish oil increases the omega-3 index and lowers the oxygen cost of physiologically stressful cycling in trained individuals",2017
"F010S029","DJ Owens, C Twist, JN Cobley, ...","Exercise-induced muscle damage: What is it, what causes it and what are the nutritional solutions?",2019
"F010S031","E Ochi, Y Tsuchiya, ...","Effect of eicosapentaenoic acids-rich fish oil supplementation on motor nerve function after eccentric contractions",2017
"F010S032","S Buchwald-Werner, I Naka, ...","Effects of lemon verbena extract (Recoverben®) supplementation on muscle strength and recovery after exhaustive exercise: a randomized, placebo …",2018
"F010S033","MN White, MJ Shrubsole, Q Cai, T Su, ...","Effects of fish oil supplementation on eicosanoid production in patients at higher risk for colorectal cancer",2019
"F010S034","SH Lee, IB Kim, JB Kim, DH Park, ...","The effects of Korean mistletoe extract on endurance during exercise in mice",2014
"F010S035","JD Philpott, OC Witard, ...","Applications of omega-3 polyunsaturated fatty acid supplementation for sport performance",2019
"F010S036","B Jakše, B Jakše","Potential benefits of consuming omega-3 fatty acids for artistic gymnasts",2017
"F010S037","P Pundir, X Wang, M Kulka","Asthma in the 21st Century—Unexpected Applications of Ancient Treatments",2013
"F010S039","V Sobhani, B Hajizadeh, B Bazgir, ...","Effect of 8-week omega-3 supplementation on pulmonary function during classic army ranger training",2014
"F010S041","JM Peake, JF Markworth, K Nosaka, T Raastad, ...","JAPPL-01055-2014 R1",NA
"F010S042","SJ Street","The individual and interactive relationship between long chain omega-3 polyunsaturated fatty acids and physical activity as predictors of cognition in …",2012
"F010S043","R Ganguly","Comparative analysis of trans-fats and alpha-linolenic acid administration on cardiomyocyte viability during ischemia/reperfusion injury",2015
"F010S044","V Sobhani, B Hajizadeh, B Bazgir, ...","The effects of omega-3 supplement on pulmonary function of ranger troop volunteers participated in classic training",2013
"F010S045","JF Markworth, L Vella, BS Lingard, DL Tull, ...","Integrative and Translational Physiology: Inflammation, Immunity, and Organ System Physiology: Human inflammatory and resolving lipid mediator responses …",2013
"F010S046","S Bar","The Skinny On Fats",NA
"F010S047","DJ Hunter, L James, B Hussey, AJ Wadley, ...","Impact of aerobic exercise and fatty acid supplementation on global and gene-specific DNA methylation.",2019
"F010S048","T Olivia, P Vladimir, UM Viorel, UT Sanda","CONTENT OF COMPETITIVE TRAINING IN PERFORMANCE BODY FITNESS",2011
"F010S049","Y Tsuchiya, K Yanagimoto, ...","Supplementation of eicosapentaenoic acid-rich fish oil attenuates muscle stiffness after eccentric contractions of human elbow flexors",2019
"F010S052","L MEER","CONTACT| BESTEL",NA
"F010S053","L Vella","Understanding the molecular mechanisms of post-exercise muscle inflammation and repair",2018
"F010S054","J Sinex","CYCLING ENDURANCE PERFORMANCE AND PERIPHERAL MUSCLE FATIGUE FOLLOWING MARINE LIPID FRACTION PCSO-524™ SUPPLEMENTATION AND …",2014
"F010S055","EJH Lewis","An Examination of Neuromuscular Fatigue and Adaptations to Exercise and the Effect of Seal Oil Omega-3 Fatty Acid Supplementation in Trained and Untrained …",2016
"F010S056","H Raftari, H Gholami, M Zamani","The Effects of a Session of Aerobic and Anaerobic Exercise on Leukocytes, And Hormonal Responses in Young Women",2017
"F010S057","JF Markworth","Inflammatory signaling in skeletal muscle cell growth",2012
"F010S058","<U+0633><U+0628><U+062D><U+0627><U+0646><U+064A> <U+0648><U+062D><U+064A><U+062F>, <U+062D><U+0627><U+062C><U+064A> <U+0632><U+0627><U+062F><U+0647> <U+0645><U+0644><U+0643><U+064A> <U+0628><U+0647><U+0632><U+0627><U+062F>, <U+0628><U+0627><U+0632><U+06AF><U+064A><U+0631> <U+0628><U+0647><U+0632><U+0627><U+062F>…<U+200E>","<U+062A><U+0627><U+062B><U+064A><U+0631> 8 <U+0647><U+0641><U+062A><U+0647> <U+0645><U+0635><U+0631><U+0641> <U+0645><U+06A9><U+0645><U+0644> <U+0627><U+0645><U+06AF><U+0627>-3 <U+0628><U+0631> <U+0639><U+0645><U+0644><U+06A9><U+0631><U+062F> <U+0631><U+064A><U+0648><U+064A> <U+062D><U+064A><U+0646> <U+062A><U+0645><U+0631><U+064A><U+0646><U+0627><U+062A> <U+06A9><U+0644><U+0627><U+0633><U+064A><U+06A9> <U+062A><U+06A9><U+0627><U+0648><U+0631><U+064A><U+200E>",NA
"F010S059","<U+0410><U+0421> <U+0411><U+0430><U+0445><U+0430><U+0440><U+0435><U+0432><U+0430>, <U+0412><U+0418> <U+0417><U+0430><U+043B><U+044F><U+043F><U+0438><U+043D>, <U+0410><U+041F> <U+0418><U+0441><U+0430><U+0435><U+0432>, ...","<U+0412><U+0437><U+0430><U+0438><U+043C><U+043E><U+0441><U+0432><U+044F><U+0437><U+044C> <U+043B><U+0438><U+043F><U+0438><U+0434><U+043D><U+043E><U+0433><U+043E> <U+043E><U+0431><U+043C><U+0435><U+043D><U+0430> <U+0441> <U+0440><U+0435><U+0437><U+0443><U+043B><U+044C><U+0442><U+0430><U+0442><U+0438><U+0432><U+043D><U+043E><U+0441><U+0442><U+044C><U+044E> <U+043B><U+044B><U+0436><U+043D><U+0438><U+043A><U+043E><U+0432>-<U+0433><U+043E><U+043D><U+0449><U+0438><U+043A><U+043E><U+0432>",2019
"F010S060","<U+0645><U+062D><U+0645><U+0648><U+062F><U+06CC> <U+062D><U+0645><U+06CC><U+062F><U+0622><U+0628><U+0627><U+062F>, <U+0646><U+062E><U+0633><U+062A><U+06CC><U+0646> <U+0631><U+0648><U+062D><U+06CC>, ...","<U+062A><U+0627><U+062B><U+06CC><U+0631> <U+0645><U+0635><U+0631><U+0641> <U+062D><U+0627><U+062F> <U+06A9><U+0648><U+0631><U+06A9><U+0648><U+0645><U+06CC><U+0646> <U+0628><U+0631> <U+0638><U+0631><U+0641><U+06CC><U+062A> <U+0622><U+0646><U+062A><U+06CC> <U+0627><U+06A9><U+0633><U+06CC><U+062F><U+0627><U+0646><U+06CC> <U+062A><U+0627><U+0645> <U+0648> <U+0634><U+0627><U+062E><U+0635> <U+0647><U+0627><U+06CC> <U+0645><U+0646><U+062A><U+062E><U+0628> <U+06A9><U+0648><U+0641><U+062A><U+06AF><U+06CC> <U+062A><U+0627><U+062E><U+06CC><U+0631><U+06CC> <U+067E><U+0633> <U+0627><U+0632> <U+06CC><U+06A9> <U+062C><U+0644><U+0633><U+0647> <U+0641><U+0639><U+0627><U+0644><U+06CC><U+062A> <U+0628><U+0631><U+0648><U+0646><U+06AF><U+0631><U+0627><U+06CC> <U+0634><U+062F><U+06CC><U+062F><U+200E>",NA
"F010S061","<U+0643><U+0646><U+0639><U+0627><U+0646><U+064A> <U+0645><U+064A><U+0646><U+0627>, <U+0646><U+0638><U+0631><U+0639><U+0644><U+064A> <U+067E><U+0631><U+0648><U+0627><U+0646><U+0647>, <U+062D><U+0646><U+0627><U+0686><U+064A> <U+067E><U+0631><U+064A><U+0686><U+0647><U+0631>, <U+062E><U+0628><U+064A><U+0631><U+064A> <U+0643><U+0627><U+0648><U+0647><U+200E>","<U+0627><U+062B><U+0631> <U+0634><U+0634> <U+0647><U+0641><U+062A><U+0647> <U+0645><U+0635><U+0631><U+0641> <U+0627><U+0645><U+06AF><U+0627>-3 <U+0648> <U+062A><U+0645><U+0631><U+064A><U+0646> <U+0628><U+064A> <U+0647><U+0648><U+0627><U+0632><U+064A> <U+0628><U+0631> <U+067E><U+0631><U+0648><U+0633><U+062A><U+0627><U+06AF><U+0644><U+0627><U+0646><U+062F><U+064A><U+0646> <U+0627><U+064A>-2 <U+0648> <U+0622><U+0646><U+0632><U+064A><U+0645> <U+0647><U+0627><U+064A> <U+0627><U+0644><U+062A><U+0647><U+0627><U+0628><U+064A> <U+062F><U+0631> <U+0632><U+0646><U+0627><U+0646> <U+0641><U+0639><U+0627><U+0644> <U+062C><U+0648><U+0627><U+0646><U+200E>",NA
"F010S062","<U+0418><U+0412> <U+041A><U+0440><U+0443><U+0433><U+043B><U+043E><U+0432><U+0430>, <U+041E><U+0412> <U+0414><U+0430><U+0432><U+0438><U+0434><U+044F><U+043D>","<U+041E><U+0446><U+0435><U+043D><U+043A><U+0430> <U+044D><U+0444><U+0444><U+0435><U+043A><U+0442><U+0438><U+0432><U+043D><U+043E><U+0441><U+0442><U+0438> <U+043F><U+0440><U+0438><U+043C><U+0435><U+043D><U+0435><U+043D><U+0438><U+044F> <U+041E><U+043C><U+0435><U+0433><U+0430>-3-<U+043F><U+043E><U+043B><U+0438><U+043D><U+0435><U+043D><U+0430><U+0441><U+044B><U+0449><U+0435><U+043D><U+043D><U+044B><U+0445> <U+0436><U+0438><U+0440><U+043D><U+044B><U+0445> <U+043A><U+0438><U+0441><U+043B><U+043E><U+0442> <U+0443> <U+0441><U+043F><U+043E><U+0440><U+0442><U+0441><U+043C><U+0435><U+043D><U+043E><U+0432> <U+0432> <U+043A><U+043E><U+043C><U+043F><U+043B><U+0435><U+043A><U+0441><U+0435> <U+0432><U+043E><U+0441><U+0441><U+0442><U+0430><U+043D><U+043E><U+0432><U+0438><U+0442><U+0435><U+043B><U+044C><U+043D><U+044B><U+0445> <U+043C><U+0435><U+0440><U+043E><U+043F><U+0440><U+0438><U+044F><U+0442><U+0438><U+0439>",2017
"F010S063","C von Schacky","Omega-3-Fettsäuren im Sport–Mängel erkennen und beheben",2018
"F010S064","K Knobloch","Orthomolekulare Medizin: Möglichkeiten und Evidenz der Orthomolekularen Medizin in der postoperativen Rehabilitation",2013
"F010S065","A Ishibashi, H Sasaki, S Matsumiya, A Ikedo, ...","Influence of four weeks of n-3 polyunsaturated fatty acid supplementation on fat metabolism during prolonged exercise",2016
"F010S066","<U+77F3><U+6A4B><U+5F69>, <U+4F50><U+3005><U+6728><U+88D5><U+4EBA>, <U+677E><U+5BAE><U+3055><U+304A><U+308A>, <U+6C60><U+6238><U+8475>, <U+6D77><U+5D0E><U+5F69>, ...","4 <U+9031><U+9593><U+306E> n-3 <U+7CFB><U+591A><U+4FA1><U+4E0D><U+98FD><U+548C><U+8102><U+80AA><U+9178><U+6442><U+53D6><U+304C><U+904B><U+52D5><U+6642><U+306E><U+8102><U+8CEA><U+4EE3><U+8B1D><U+306B><U+53CA><U+307C><U+3059><U+5F71><U+97FF>",2016
"F010S067","VR PRISK","¿ QUÉ DICE LA CIENCIA SOBRE LOS SUPLEMENTOS DE ACEITES DE PESCADO Y CLA?",NA
"F010S068","<U+06A9><U+0646><U+0639><U+0627><U+0646><U+06CC>, <U+0646><U+0638><U+0631> <U+0639><U+0644><U+06CC>, <U+067E><U+0631><U+0648><U+0627><U+0646><U+0647>, <U+062D><U+0646><U+0627><U+0686><U+06CC>, <U+067E><U+0631><U+0686><U+0647><U+0631>, ...","<U+0627><U+062B><U+0631> <U+0634><U+0634> <U+0647><U+0641><U+062A><U+0647> <U+0645><U+0635><U+0631><U+0641> <U+0627><U+0645><U+06AF><U+0627>-3 <U+0648> <U+062A><U+0645><U+0631><U+06CC><U+0646> <U+0628><U+06CC><U+200C><U+0647><U+0648><U+0627><U+0632><U+06CC> <U+0628><U+0631> <U+067E><U+0631><U+0648><U+0633><U+062A><U+0627><U+06AF><U+0644><U+0627><U+0646><U+062F><U+06CC><U+0646> <U+200C><U+0627><U+06CC>-2 <U+0648> <U+0622><U+0646><U+0632><U+06CC><U+0645><U+200C><U+0647><U+0627><U+06CC> <U+0627><U+0644><U+062A><U+0647><U+0627><U+0628><U+06CC> <U+062F><U+0631> <U+0632><U+0646><U+0627><U+0646> <U+0641><U+0639><U+0651><U+0627><U+0644> <U+062C><U+0648><U+0627><U+0646><U+200E>",NA
